#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-10-24T20:16:22 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bd0d26547d7	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=53	
#-oc.form=dec
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&&-ref=VIZ5bd0d26547d7&-oc.form=sexa&-c.r=10&-c.geom=r&-order=I&-out.orig=standard&-out=RA_ICRS&-out=e_RA_ICRS&-out=DE_ICRS&-out=e_DE_ICRS&-out=Source&-out=Plx&-out=e_Plx&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=Dup&-out=FG&-out=e_FG&-out=Gmag&-out=e_Gmag&-out=FBP&-out=e_FBP&-out=BPmag&-out=e_BPmag&-out=FRP&-out=e_FRP&-out=RPmag&-out=e_RPmag&-out=BP-RP&-out=RV&-out=e_RV&-out=Teff&-out=AG&-out=E(BP-RP)&-out=Rad&-out=Lum&-file=-c&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcsec&
#-c.r= 10
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Epoch
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Dup
#-out=FG
#-out=e_FG
#-out=Gmag
#-out=e_Gmag
#-out=FBP
#-out=e_FBP
#-out=BPmag
#-out=e_BPmag
#-out=FRP
#-out=e_FRP
#-out=RPmag
#-out=e_RPmag
#-out=E(BR/RP)
#-out=BP-RP
#-out=RV
#-out=e_RV
#-out=o_RV
#-out=Var
#-out=ELON
#-out=ELAT
#-out=Teff
#-out=AG
#-out=E(BP-RP)
#-out=Rad
#-out=Lum
#-out=RAJ2000
#-out=e_RAJ2000
#-out=DEJ2000
#-out=e_DEJ2000
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Epoch	(F6.1)	[2015.5] Reference epoch (ref_epoch)	[ucd=meta.ref;time.epoch]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Dup	(I1)	[0/1] Source with duplicate sources (duplicated_source) (21)	[ucd=meta.code.status]
#Column	FG	(E11.4)	G-band mean flux (phot_g_mean_flux)	[ucd=phot.flux;stat.mean;em.opt]
#Column	e_FG	(E11.4)	Error on G-band mean flux (phot_g_mean_flux_error)	[ucd=stat.error;phot.flux;stat.mean]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FBP	(E11.4)	? Mean flux in the integrated BP band (phot_bp_mean_flux)	[ucd=phot.flux;stat.mean;em.opt.B]
#Column	e_FBP	(E11.4)	? Error on the integrated BP mean flux (phot_bp_mean_flux_error) (25)	[ucd=stat.error;phot.flux;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FRP	(E11.4)	? Mean flux in the integrated RP band (phot_rp_mean_flux)	[ucd=phot.flux.density;em.opt.R]
#Column	e_FRP	(E11.4)	? Error on the integrated RP mean flux (phot_rp_mean_flux_error) (28)	[ucd=stat.error;phot.flux;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	E(BR/RP)	(F6.3)	? BP/RP excess factor (phot_bp_rp_excess_factor)	[ucd=stat.value]
#Column	BP-RP	(F7.4)	? BP-RP colour (photBpMeanMag-photRMeanMag) (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
#Column	o_RV	(I3)	Number of transits used to compute radial velocity (rv_nb_transits)	[ucd=meta.number]
#Column	Var	(a13)	Photometric variability flag (phot_variable_flag) (31)	[ucd=meta.code;src.var]
#Column	ELON	(F15.11)	Ecliptic longitude (ecl_lon) (33)	[ucd=pos.ecliptic.lon]
#Column	ELAT	(F15.11)	Ecliptic latitude (ecl_lat) (33)	[ucd=pos.ecliptic.lat]
#Column	Teff	(F7.2)	? Stellar effective temperature (estimate from Apsis-Priam) (teff_val)	[ucd=phys.temperature.effective]
#Column	AG	(F7.4)	? Estimate of extinction in the G band from Apsis-Priam (a_g_val)	[ucd=phys.absorption.gal]
#Column	E(BP-RP)	(F7.4)	? Estimate of redenning E(BP-RP) from Apsis-Priam (e_bp_min_rp_val)	[ucd=phot.color.excess]
#Column	Rad	(F6.2)	? Estimate of radius from Apsis-FLAME (radius_val)	[ucd=phys.size.radius]
#Column	Lum	(F9.3)	? Esimate of luminosity from Apsis-FLAME (lum_val)	[ucd=phys.luminosity]
#Column	RAJ2000	(F15.11)	Barycentric right ascension (ICRS) at Ep=2000.0 (added by CDS) (ra_epoch2000)	[ucd=pos.eq.ra]
#Column	e_RAJ2000	(F7.4)	Standard error of right ascension (e_RA*cosDE) (added by CDS) (ra_epoch2000_error)	[ucd=stat.error;pos.eq.ra]
#Column	DEJ2000	(F15.11)	Barycentric declination (ICRS) at Ep=2000.0 (added by CDS) (dec_epoch2000)	[ucd=pos.eq.dec]
#Column	e_DEJ2000	(F7.4)	Standard error of declination (added by CDS) (dec_epoch2000_error)	[ucd=stat.error;pos.eq.dec]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Source|Epoch|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|Dup|FG|e_FG|Gmag|e_Gmag|FBP|e_FBP|BPmag|e_BPmag|FRP|e_FRP|RPmag|e_RPmag|E(BR/RP)|BP-RP|RV|e_RV|o_RV|Var|ELON|ELAT|Teff|AG|E(BP-RP)|Rad|Lum|RAJ2000|e_RAJ2000|DEJ2000|e_DEJ2000

Gaia DR2 29720761371785216  |047.68155765171| 0.0486|+13.64319380039| 0.0374|  29720761371785216|2015.5|   20.9761| 0.0503|  155.659| 0.114|   -6.377| 0.094|1| 1.7790e+05| 1.4196e+02|12.5629|0.0009| 4.0864e+04| 2.0595e+02|13.8230|0.0055| 2.0909e+05| 6.1886e+02|11.4611|0.0032| 1.405| 2.3619|  30.60| 0.87|  7|NOT_AVAILABLE| 49.01697648213| -3.98022148844|4042.38|       |       |      |         | 47.68086799540| 1.7642| 13.64322125630| 1.4572

Gaia DR2 125343573948444800 |048.26258620590| 0.0712|+32.89618236025| 0.0655| 125343573948444800|2015.5|   25.3243| 0.0996|  184.508| 0.120|  -61.934| 0.132|0| 1.2243e+07| 8.9313e+03| 7.9687|0.0008| 6.2764e+06| 1.0281e+04| 8.3571|0.0018| 8.2877e+06| 1.2858e+04| 7.4658|0.0017| 1.190| 0.8913|  26.84| 0.24|  5|NOT_AVAILABLE| 54.74873804398|+14.42263676131|5586.00| 0.0510| 0.0250|  0.93|    0.765| 48.26164009100| 1.8643| 32.89644901720| 2.0437
Gaia DR2 125355320684198400 |048.25974199671| 0.0896|+32.89477836237| 0.0751| 125355320684198400|2015.5|    1.2215| 0.1086|   11.503| 0.134|   -5.737| 0.132|0| 7.0109e+03| 9.3564e+00|16.0739|0.0014| 2.6804e+03| 2.8404e+01|16.7809|0.0115| 6.9329e+03| 2.8975e+01|15.1596|0.0045| 1.371| 1.6213|       |     |  0|NOT_AVAILABLE| 54.74596974101|+14.42193926984|4330.00|       |       |  0.90|    0.257| 48.25968301400| 2.0843| 32.89480306150| 2.0527

Gaia DR2 123755191963853056 |048.48159967940| 0.0809|+32.09711011688| 0.0611| 123755191963853056|2015.5|   19.8241| 0.0927|  145.717| 0.170|  -45.815| 0.122|0| 3.0672e+04| 3.5621e+01|14.4715|0.0013| 4.9355e+03| 5.7100e+01|16.1181|0.0126| 4.1469e+04| 1.0180e+02|13.2176|0.0027| 1.513| 2.9004|       |     |  0|NOT_AVAILABLE| 54.70762519494|+13.60346283412|4071.95| 0.3968| 0.2367|      |         | 48.48085908550| 2.6327| 32.09730737200| 1.8965

Gaia DR2 139257717503546368 |048.90885708431| 0.1047|+37.40359015090| 0.0668| 139257717503546368|2015.5|   28.5412| 0.1102|  208.710| 0.186|  -84.442| 0.154|0| 2.8637e+05| 1.4041e+02|12.0460|0.0005| 5.8427e+04| 1.4875e+02|13.4349|0.0028| 3.5156e+05| 7.2030e+02|10.8969|0.0022| 1.432| 2.5379|       |     |  0|NOT_AVAILABLE| 56.56966046964|+18.61185903098|3838.10| 1.3103| 0.6610|      |         | 48.90772586040| 2.8923| 37.40395371560| 2.3829

Gaia DR2 118234509720825856 |049.34616153580| 0.0410|+26.31481832417| 0.0279| 118234509720825856|2015.5|   26.4194| 0.0466|  186.152| 0.092|  -48.498| 0.069|0| 1.1160e+06| 8.5632e+02|10.5692|0.0008| 3.6133e+05| 5.0873e+02|11.4566|0.0015| 1.0846e+06| 1.5159e+03| 9.6737|0.0015| 1.296| 1.7829|       |     |  0|NOT_AVAILABLE| 53.88064668547| +7.82905122998|4077.47| 0.6670| 0.3040|  0.64|    0.100| 49.34526738520| 1.4224| 26.31502713290| 1.0768
Gaia DR2 118234509720825728 |049.34592008406| 0.0550|+26.31568874514| 0.0403| 118234509720825728|2015.5|   26.3974| 0.0613|  193.628| 0.137|  -48.077| 0.103|0| 2.0110e+05| 1.8439e+02|12.4298|0.0010| 4.1103e+04| 5.1633e+02|13.8167|0.0136| 2.5255e+05| 4.6125e+03|11.2561|0.0198| 1.460| 2.5606|       |     |  0|NOT_AVAILABLE| 53.88066565841| +7.82994795803|4408.58| 0.8600| 0.4407|      |         | 49.34499001950| 2.1248| 26.31589573910| 1.6023

Gaia DR2 10584899657116672  |049.36066555058| 0.0357|+07.65578380980| 0.0275|  10584899657116672|2015.5|   21.1470| 0.0410|  166.360| 0.071|   -6.237| 0.062|0| 2.3704e+07| 8.2084e+03| 7.2513|0.0004| 1.3084e+07| 2.9103e+04| 7.5595|0.0024| 1.4830e+07| 5.0300e+04| 6.8341|0.0037| 1.178| 0.7254|  31.35| 0.20|  8|NOT_AVAILABLE| 49.01694395916|-10.19065203097|6102.00| 0.2530| 0.1440|  1.29|    2.063| 49.35994283520| 1.1037|  7.65581066152| 0.9557
Gaia DR2 10584899656489600  |049.36042765167| 0.3294|+07.65513878247| 0.1549|  10584899656489600|2015.5|          |       |         |      |         |      |0| 3.6333e+05| 3.8451e+03|11.7876|0.0115|           |           |       |      |           |           |       |      |      |       |       |     |  0|NOT_AVAILABLE| 49.01654034138|-10.19121224887|       |       |       |      |         | 49.36042765170| 0.3294|  7.65513878247| 0.1549

Gaia DR2 10608573516849536  |049.38731717634| 0.0347|+07.69012711161| 0.0277|  10608573516849536|2015.5|   21.1557| 0.0392|  168.749| 0.073|   -6.314| 0.063|0| 1.7146e+07| 6.2536e+03| 7.6030|0.0004| 9.2424e+06| 2.1332e+04| 7.9369|0.0025| 1.0962e+07| 2.7343e+04| 7.1622|0.0027| 1.178| 0.7748|  31.90| 0.15|  8|NOT_AVAILABLE| 49.05201505840|-10.16446940288|5951.00| 0.1130| 0.0463|  1.15|    1.499| 49.38658402500| 1.1303|  7.69015429554| 0.9756

Gaia DR2 14143675198789504  |049.56344805370| 0.0371|+09.24521912271| 0.0286|  14143675198789504|2015.5|   16.2566| 0.0419|  122.349| 0.073|   15.919| 0.066|0| 5.5607e+05| 4.1497e+02|11.3255|0.0008| 1.8899e+05| 4.0024e+02|12.1603|0.0023| 5.2912e+05| 4.4898e+02|10.4530|0.0009| 1.291| 1.7072|  10.77| 1.05|  3|NOT_AVAILABLE| 49.63551232642| -8.70935364553|4083.57| 0.6995| 0.3460|  0.72|    0.132| 49.56291433810| 1.1312|  9.24515057994| 1.0187

Gaia DR2 124229390712607872 |049.57469598856| 0.1130|+31.55306973383| 0.0736| 124229390712607872|2015.5|   19.0991| 0.1381|  136.954| 0.194|  -41.676| 0.145|0| 8.0234e+03| 1.0470e+01|15.9275|0.0014| 9.7208e+02| 2.3747e+01|17.8821|0.0265| 1.1681e+04| 3.3046e+01|14.5932|0.0031| 1.577| 3.2889|       |     |  0|NOT_AVAILABLE| 55.47705810939|+12.83048799378|4053.90| 0.1820| 0.1205|      |         | 49.57400402330| 3.0015| 31.55324916830| 2.2516

Gaia DR2 242184757623983872 |049.62599359851| 0.0446|+44.53658781400| 0.0267| 242184757623983872|2015.5|   22.3174| 0.0477|  158.029| 0.109|  -82.704| 0.063|0| 4.7482e+05| 6.4812e+02|11.4971|0.0015| 1.3730e+05| 3.5523e+02|12.5072|0.0028| 4.9008e+05| 8.4479e+02|10.5362|0.0019| 1.321| 1.9709|  24.17| 0.29|  5|NOT_AVAILABLE| 59.28583017021|+25.30787741703|3927.50| 0.3065| 0.1470|  0.55|    0.066| 49.62503904170| 1.6906| 44.53694390050| 0.9823
Gaia DR2 242184753329791104 |049.62264520201| 0.0473|+44.53748956459| 0.0281| 242184753329791104|2015.5|    0.4558| 0.0479|    2.749| 0.121|   -1.543| 0.071|0| 1.4711e+04| 7.0828e+00|15.2693|0.0005| 8.0499e+03| 1.9652e+01|15.5869|0.0027| 1.0009e+04| 4.0115e+01|14.7609|0.0044| 1.228| 0.8260|       |     |  0|NOT_AVAILABLE| 59.28358388122|+25.30942206536|5785.00| 1.3088| 0.6597|  1.66|    2.795| 49.62262859750| 1.8734| 44.53749620890| 1.0944
Gaia DR2 242184757620987392 |049.62263392085| 0.4184|+44.53556712777| 0.2467| 242184757620987392|2015.5|    1.1114| 0.4544|    2.853| 1.142|   -3.013| 0.579|0| 3.1194e+02| 1.4378e+00|19.4532|0.0050| 2.0805e+02| 3.1071e+01|19.5560|0.1622| 4.6267e+02| 4.5698e+01|18.0987|0.1072| 2.150| 1.4572|       |     |  0|NOT_AVAILABLE| 59.28296919144|+25.30758167542|       |       |       |      |         | 49.62261668890|17.7039| 44.53558010020| 8.9855

Gaia DR2 125190054638221696 |049.66075600127| 0.0755|+32.66537528600| 0.0464| 125190054638221696|2015.5|   38.8988| 0.0761|  210.128| 0.124|  -97.685| 0.104|0| 1.1665e+06| 1.2664e+03|10.5211|0.0012| 3.2482e+05| 6.3307e+02|11.5723|0.0021| 1.2297e+06| 1.6435e+03| 9.5374|0.0015| 1.333| 2.0349|   2.85| 0.55|  7|NOT_AVAILABLE| 55.85213128957|+13.88375421206|3987.23| 0.4473| 0.2380|      |         | 49.65968130060| 1.9226| 32.66579586970| 1.6135

Gaia DR2 124145479935111424 |050.04243206613| 0.0467|+31.08525007848| 0.0292| 124145479935111424|2015.5|   18.0609| 0.0519|  114.699| 0.079|  -47.087| 0.068|0| 4.6283e+06| 9.6111e+02| 9.0248|0.0002| 2.3242e+06| 6.1513e+03| 9.4357|0.0029| 3.2157e+06| 6.4055e+03| 8.4937|0.0022| 1.197| 0.9420| -49.08| 0.23|  6|NOT_AVAILABLE| 55.74596743217|+12.27405189583|5458.60| 0.0960| 0.0393|  0.85|    0.575| 50.04185541720| 1.2308| 31.08545281460| 1.0477

Gaia DR2 11037726649058432  |050.12263151592| 0.0363|+08.45447668195| 0.0315|  11037726649058432|2015.5|   31.4749| 0.0414|  226.324| 0.072|    6.178| 0.066|0| 3.9089e+06| 1.7773e+03| 9.2082|0.0005| 1.5771e+06| 3.8541e+03| 9.8567|0.0027| 3.2710e+06| 4.1794e+03| 8.4752|0.0014| 1.240| 1.3815|  31.08| 0.38|  4|NOT_AVAILABLE| 49.96783758882| -9.61650115713|4575.13| 0.2453| 0.0897|  0.70|    0.194| 50.12164636120| 1.1173|  8.45445008191| 1.0181

Gaia DR2 117654650480415744 |050.61831819898| 0.0377|+27.15577566189| 0.0263| 117654650480415744|2015.5|   31.5008| 0.0425|  220.953| 0.077|  -64.375| 0.065|0| 1.3689e+06| 7.7376e+02|10.3475|0.0006| 4.2985e+05| 6.7700e+02|11.2681|0.0017| 1.3521e+06| 2.6179e+03| 9.4344|0.0021| 1.302| 1.8337|  30.00| 0.27|  7|NOT_AVAILABLE| 55.20868894471| +8.34793676347|4049.22| 0.5300| 0.2337|  0.60|    0.088| 50.61724901250| 1.1931| 27.15605282630| 1.0144

Gaia DR2 119219294181874048 |050.63270204461| 0.0701|+28.97454903548| 0.0496| 119219294181874048|2015.5|   20.8634| 0.0779|  148.099| 0.175|  -45.148| 0.113|0| 5.3978e+04| 7.5401e+01|13.8578|0.0015| 8.8582e+03| 8.2426e+01|15.4830|0.0101| 7.2296e+04| 2.7975e+02|12.6141|0.0042| 1.503| 2.8689|       |     |  0|NOT_AVAILABLE| 55.69222460725|+10.10302069525|3942.28|       |       |      |         | 50.63197316430| 2.7160| 28.97474342210| 1.7515

Gaia DR2 235939531577580928 |050.95375703809| 0.0779|+39.59182957176| 0.0598| 235939531577580928|2015.5|   25.8763| 0.0961|  180.984| 0.194|  -91.986| 0.156|0| 6.8298e+03| 4.6749e+00|16.1024|0.0007| 6.4723e+02| 1.1075e+01|18.3237|0.0186| 1.0454e+04| 2.6027e+01|14.7137|0.0027| 1.625| 3.6100|       |     |  0|NOT_AVAILABLE| 58.83314285337|+20.28331806740|3423.00| 0.3675| 0.2025|      |         | 50.95274582910| 3.0093| 39.59222562030| 2.4167

Gaia DR2 61669275037160064  |051.15134403130| 0.0704|+21.83831019227| 0.0519|  61669275037160064|2015.5|   26.7107| 0.0782|  130.098| 0.182|  -36.010| 0.128|0| 3.3023e+04| 3.3019e+01|14.3913|0.0011| 4.7698e+03| 2.6829e+01|16.1551|0.0061| 4.5626e+04| 1.1917e+02|13.1139|0.0028| 1.526| 3.0412|       |     |  0|NOT_AVAILABLE| 54.33159300027| +3.08017498822|3974.12| 0.2825| 0.1417|      |         | 51.15074058160| 2.8252| 21.83846523580| 1.9774

Gaia DR2 3260884036075933056|051.26369654150| 0.0507|-03.13885226446| 0.0463|3260884036075933056|2015.5|   25.5939| 0.0611|  185.714| 0.112|   33.190| 0.107|0| 1.4734e+05| 7.8430e+01|12.7675|0.0006| 3.0630e+04| 1.2438e+02|14.1360|0.0044| 1.8022e+05| 4.4773e+02|11.6224|0.0027| 1.431| 2.5136|       |     |  0|NOT_AVAILABLE| 47.95498664705|-21.10337456650|3895.84| 0.2003| 0.1090|      |         | 51.26289573690| 1.7415| -3.13899516706| 1.6591

Gaia DR2 17619815569679744  |051.29743616709| 2.6877|+13.00928842138| 1.8105|  17619815569679744|2015.5|          |       |         |      |         |      |0| 1.1744e+04| 4.9076e+01|15.5138|0.0045| 1.0279e+03| 2.8344e+01|17.8215|0.0299| 1.9142e+04| 6.1234e+01|14.0570|0.0035| 1.717| 3.7645|       |     |  0|NOT_AVAILABLE| 52.26203483094| -5.50457160402|3963.66|       |       |      |         | 51.29743616710| 2.6877| 13.00928842140| 1.8105

Gaia DR2 241112630710177280 |051.67730160008| 0.0550|+43.20605831676| 0.0367| 241112630710177280|2015.5|   12.2053| 0.0705|  132.178| 0.132|  -76.468| 0.098|1| 1.0612e+04| 4.4553e+00|15.6239|0.0005| 1.7378e+03| 6.6753e+00|17.2514|0.0042| 1.4151e+04| 1.5400e+01|14.3850|0.0012| 1.497| 2.8664|       |     |  0|NOT_AVAILABLE| 60.44175349112|+23.61975751594|3849.16| 0.2247| 0.1550|      |         | 51.67652082670| 2.0544| 43.20638754960| 1.5196

Gaia DR2 117815183473976832 |052.54406204864| 0.0738|+26.81634706491| 0.0468| 117815183473976832|2015.5|   11.1568| 0.0793|  147.752| 0.158|  -29.848| 0.101|0| 1.3405e+04| 1.2113e+01|15.3702|0.0010| 2.1948e+03| 1.5720e+01|16.9979|0.0078| 1.7905e+04| 2.4609e+01|14.1295|0.0015| 1.499| 2.8684|       |     |  0|NOT_AVAILABLE| 56.80110253734| +7.59095873499|3855.49| 0.5940| 0.3410|      |         | 52.54334923630| 2.4520| 26.81647557510| 1.5629

Gaia DR2 3275823474225160320|053.27177570806| 1.8882|+04.95823370965| 0.9416|3275823474225160320|2015.5|          |       |         |      |         |      |1| 1.2614e+04| 8.5189e+01|15.4363|0.0073| 2.8173e+03| 4.5605e+02|16.7268|0.1758| 2.2583e+04| 8.1968e+02|13.8775|0.0394| 2.014| 2.8493|       |     |  0|NOT_AVAILABLE| 52.16005324836|-13.78742259084|3568.27|       |       |      |         | 53.27177570810| 1.8882|  4.95823370965| 0.9416
Gaia DR2 3275823474224148864|053.27255206588| 0.0412|+04.95822577488| 0.0313|3275823474224148864|2015.5|   18.1860| 0.0477|  110.199| 0.091|   24.062| 0.071|0| 5.6215e+05| 3.0220e+02|11.3137|0.0006| 1.9046e+05| 2.3423e+02|12.1519|0.0013| 5.3739e+05| 7.5244e+02|10.4362|0.0015| 1.295| 1.7157|  28.68| 0.74|  3|NOT_AVAILABLE| 52.16082338867|-13.78761972864|4161.41| 0.1153| 0.0380|  0.61|    0.102| 53.27207581400| 1.4147|  4.95812217258| 1.0961
Gaia DR2 3275823508584898816|053.27414732001| 0.5661|+04.95894227830| 0.4145|3275823508584898816|2015.5|    0.1203| 0.6663|    0.882| 1.165|  -15.570| 0.823|0| 2.4563e+02| 1.6196e+00|19.7126|0.0072| 1.4625e+02| 2.5869e+01|19.9386|0.1920| 4.1241e+02| 1.1121e+01|18.2236|0.0293| 2.274| 1.7150|       |     |  0|NOT_AVAILABLE| 52.16259067824|-13.78731430732|       |       |       |      |         | 53.27414350610|18.0709|  4.95900931655|12.7686

Gaia DR2 64552022724056192  |053.54236271802| 2.2049|+22.07220152601| 1.6942|  64552022724056192|2015.5|          |       |         |      |         |      |0| 1.7600e+02| 2.1613e+00|20.0746|0.0133| 5.6806e+01| 6.9171e+00|20.9654|0.1322| 3.1935e+02| 6.6752e+00|18.5013|0.0227| 2.137| 2.4642|       |     |  0|NOT_AVAILABLE| 56.54233222647| +2.76750342570|       |       |       |      |         | 53.54236271800| 2.2049| 22.07220152600| 1.6942
Gaia DR2 64552022725337856  |053.54486078123| 0.0845|+22.07239943834| 0.0624|  64552022725337856|2015.5|   28.1664| 0.0968|  187.066| 0.172|  -43.759| 0.128|0| 2.6997e+04| 2.1599e+01|14.6101|0.0009| 3.4645e+03| 2.1541e+01|16.5023|0.0068| 3.8428e+04| 8.2148e+01|13.3003|0.0023| 1.552| 3.2020|       |     |  0|NOT_AVAILABLE| 56.54463097115| +2.76714790146|3564.95| 0.4155| 0.2517|      |         | 53.54399165900| 2.6726| 22.07258784150| 1.9812

Gaia DR2 13434421479476352  |053.92981983533| 0.0464|+11.55610762639| 0.0339|  13434421479476352|2015.5|   26.1395| 0.0548|  166.067| 0.116|   -8.811| 0.084|0| 2.1245e+05| 2.6871e+02|12.3702|0.0014| 4.7528e+04| 1.4410e+02|13.6590|0.0033| 2.7594e+05| 8.6925e+02|11.1599|0.0034| 1.523| 2.4991|       |     |  0|NOT_AVAILABLE| 54.41776914679| -7.53936692231|3419.33|       |       |  0.50|    0.031| 53.92909003040| 1.7912| 11.55614556320| 1.3031

Gaia DR2 56447041481918720  |054.38971440016| 0.0496|+17.85391159274| 0.0354|  56447041481918720|2015.5|   25.7892| 0.0540|  170.556| 0.101|  -30.152| 0.075|0| 3.9534e+05| 4.0297e+02|11.6959|0.0011| 9.1299e+04| 3.4970e+02|12.9502|0.0042| 4.6089e+05| 7.5110e+02|10.6029|0.0018| 1.397| 2.3473|       |     |  0|NOT_AVAILABLE| 56.32905268393| -1.51996886941|4057.75|       |       |      |         | 54.38894290620| 1.5616| 17.85404141270| 1.1669

Gaia DR2 56447037184877824  |054.39202695711| 0.0472|+17.85000237550| 0.0341|  56447037184877824|2015.5|   25.6350| 0.0519|  170.452| 0.100|  -27.923| 0.076|0| 2.7434e+05| 2.6556e+02|12.0926|0.0011| 4.9655e+04| 2.0781e+02|13.6115|0.0045| 3.5245e+05| 7.8082e+02|10.8942|0.0024| 1.466| 2.7173|       |     |  0|NOT_AVAILABLE| 56.33028871676| -1.52428171211|3810.80|       |       |      |         | 54.39125595100| 1.5449| 17.85012259620| 1.1734

Gaia DR2 3277579398589199616|054.53054316671| 0.0751|+06.57386108195| 0.0550|3277579398589199616|2015.5|   27.1816| 0.0824|  176.430| 0.160|    6.978| 0.119|0| 1.4045e+04| 1.6781e+01|15.3196|0.0013| 1.5122e+03| 2.5341e+01|17.4024|0.0182| 2.0845e+04| 6.5742e+01|13.9644|0.0034| 1.592| 3.4380|       |     |  0|NOT_AVAILABLE| 53.80772677793|-12.52071593854|3710.21| 0.3200| 0.1960|      |         | 54.52977850820| 2.4771|  6.57383103568| 1.8456

